filename,r_peaks_seconds
records500/08000/08475_hr,"0.89,1.37,1.84,2.31,2.79,3.26,3.73,4.2,4.67,5.15,5.62,6.09,6.57,7.04,7.51,7.99,8.46,8.93"
records500/08000/08482_hr,"0.76,1.21,1.66,2.11,2.55,2.99,3.44,3.88,4.33,4.77,5.22,5.66,6.11,6.55,7.0,7.44,7.89,8.33,8.77,9.21"
records500/08000/08492_hr,"1.4,2.19,2.96,3.74,4.52,5.31,6.1,6.89,7.68,8.48,9.26"
records500/08000/08496_hr,"1.14,2.07,2.97,3.89,4.84,5.8,6.72,7.6,8.54"
records500/08000/08501_hr,"0.67,1.19,1.71,2.24,2.76,3.28,3.8,4.33,4.85,5.37,5.89,6.41,6.92,7.44,7.96,8.47,8.98"
records500/08000/08504_hr,"1.47,2.36,3.24,4.12,5.0,5.9,6.8,7.69,8.59"
records500/08000/08507_hr,"0.93,1.44,1.94,2.46,3.02,3.59,4.12,4.65,5.18,5.76,6.33,6.86,7.38,7.89,8.43,8.95"
records500/08000/08509_hr,"0.95,1.72,2.14,2.54,3.19,3.94,4.69,5.44,6.18,6.8,7.67,8.43,9.17"
records500/08000/08524_hr,"1.19,2.03,2.85,3.68,4.52,5.34,6.19,7.04,7.88,8.74"
records500/08000/08533_hr,"0.83,1.48,2.15,2.81,3.47,4.13,4.79,5.45,6.12,6.8,7.49,8.03,8.75"
records500/08000/08535_hr,"1.21,2.0,2.81,3.57,4.31,5.04,5.76,6.48,7.2,7.89,8.56,9.25"
records500/08000/08538_hr,"1.08,2.1,3.08,4.0,4.86,5.69,6.55,7.51,8.5"
records500/08000/08541_hr,"1.12,2.04,3.0,3.98,4.98,5.97,6.91,7.87,8.84"
records500/08000/08555_hr,"1.28,2.46,3.63,4.75,5.87,7.03,8.23"
records500/08000/08591_hr,"0.67,1.59,2.54,3.49,4.43,5.36,6.3,7.25,8.19,9.13"
records500/08000/08609_hr,"0.73,1.38,2.01,2.66,3.34,3.99,4.62,5.26,5.94,6.63,7.27,7.92,8.57,9.25"
records500/08000/08622_hr,"1.11,2.02,2.91,3.84,4.79,5.72,6.65,7.59,8.55"
records500/08000/08625_hr,"0.77,1.48,2.26,3.0,3.79,4.46,5.22,5.81,6.43,7.16,7.89,8.58"
records500/08000/08632_hr,"0.84,2.03,3.18,4.18,5.18,6.23,7.26,8.17,9.09"
records500/08000/08645_hr,"1.0,1.84,2.68,3.51,4.36,5.22,6.08,6.94,7.82,8.68"
records500/08000/08663_hr,"1.03,2.05,3.03,4.04,4.96,5.88,6.82,7.72,8.63"
records500/08000/08680_hr,"0.96,2.01,3.11,4.02,4.93,5.82,6.7,7.76,8.71"
records500/08000/08688_hr,"0.75,1.37,2.0,2.63,3.26,3.88,4.5,5.13,5.73,6.34,6.95,7.55,8.15,8.75"
records500/08000/08704_hr,"0.85,1.88,2.92,3.95,4.98,6.0,7.03,8.06,9.11"
records500/08000/08712_hr,"0.8,1.43,2.06,2.69,3.33,3.97,4.61,5.24,5.88,6.51,7.13,7.75,8.38,9.01"
records500/08000/08727_hr,"0.96,1.74,2.5,3.27,4.04,4.81,5.58,6.34,7.1,7.87,8.65"
records500/08000/08733_hr,"1.18,1.81,2.43,3.05,3.67,4.29,4.91,5.53,6.16,6.77,7.4,8.01,8.64,9.26"
records500/08000/08736_hr,"1.3,2.12,2.97,3.83,4.68,5.48,6.33,7.19,8.03,8.85"
records500/08000/08744_hr,"0.99,1.77,2.54,3.31,4.06,4.84,5.61,6.38,7.16,7.96,8.72"
records500/08000/08765_hr,"1.26,1.99,2.79,3.46,4.16,4.83,5.52,6.24,7.01,7.71,8.42,9.13"
records500/08000/08772_hr,"1.04,1.64,2.5,3.41,4.08,4.71,5.47,6.1,6.79,7.59,8.36,8.97"
records500/08000/08774_hr,"1.22,2.05,2.87,3.7,4.52,5.36,6.19,7.01,7.84,8.66"
records500/08000/08777_hr,"0.73,1.66,2.61,3.58,4.57,5.56,6.56,7.57,8.59"
records500/08000/08778_hr,"1.07,2.06,3.04,4.01,4.98,5.94,6.9,7.87,8.84"
records500/08000/08795_hr,"0.83,1.71,2.28,3.45,4.29,5.14,5.97,6.82,7.71,8.59"
records500/08000/08808_hr,"1.05,1.71,2.38,3.06,3.73,4.4,5.07,5.75,6.42,7.1,7.77,8.44,9.1"
records500/08000/08813_hr,"1.21,2.33,3.47,4.58,5.7,6.77,7.75,8.78"
records500/08000/08815_hr,"1.27,2.27,3.25,4.28,5.3,6.34,7.42,8.51"
records500/08000/08833_hr,"1.71,2.87,4.02,5.14,6.28,7.42,8.54"
records500/08000/08834_hr,"1.04,1.82,2.61,3.46,4.28,5.09,5.9,6.73,7.57,8.42,9.24"
records500/08000/08844_hr,"0.94,1.69,2.44,3.18,3.93,4.69,5.44,6.19,6.93,7.65,8.39,9.12"
records500/08000/08853_hr,"1.01,1.76,2.53,3.3,4.04,4.79,5.52,6.25,6.99,7.74,8.51,9.28"
records500/08000/08860_hr,"1.23,1.96,2.67,3.37,4.09,4.81,5.51,6.21,6.92,7.64,8.37,9.08"
records500/08000/08864_hr,"1.28,1.99,2.69,3.38,4.09,4.8,5.51,6.21,6.92,7.63,8.34,9.05"
records500/08000/08872_hr,"0.99,1.55,2.79,3.36,4.54,5.1,6.22,6.79,7.96,8.52"
records500/08000/08873_hr,"1.28,1.97,2.66,3.33,4.01,4.71,5.42,6.11,6.81,7.49,8.18,8.86"
records500/08000/08880_hr,"1.39,2.38,3.37,4.34,5.29,6.07,6.89,7.82,8.95"
records500/08000/08902_hr,"1.17,2.27,3.41,4.49,5.49,6.56,7.69,8.81"
records500/08000/08916_hr,"1.28,2.06,2.86,3.64,4.42,5.2,6.01,6.84,7.68,8.48,9.32"
records500/08000/08922_hr,"1.46,2.39,3.3,4.28,5.31,6.27,7.23,7.8,8.34,9.24"
records500/08000/08963_hr,"1.43,2.4,3.37,4.37,5.32,6.29,7.33,8.37"
records500/08000/08981_hr,"1.1,1.68,3.12,4.08,5.03,5.99,6.94,7.88,8.84"
records500/09000/09002_hr,"1.02,1.69,2.35,3.02,3.68,4.32,4.99,5.65,6.3,6.96,7.63,8.29,8.95"
records500/09000/09010_hr,"1.33,2.47,3.68,4.91,6.1,7.26,8.44"
records500/09000/09021_hr,"0.91,1.4,2.3,2.76,3.56,4.06,4.86,5.27,5.98,6.63,7.05,7.85,8.53,8.92"
records500/09000/09024_hr,"0.65,1.58,2.55,3.49,4.42,5.35,6.31,7.27,8.22,9.18"
records500/09000/09036_hr,"0.71,1.76,2.77,3.8,4.84,5.92,6.99,8.07,9.12"
records500/09000/09056_hr,"1.5,2.51,3.54,4.61,5.68,6.71,7.71,8.66"
records500/09000/09063_hr,"0.67,1.45,2.21,2.98,3.75,4.51,5.27,6.03,6.79,7.53,8.27,9.01"
records500/09000/09094_hr,"1.12,1.95,2.8,3.65,4.48,5.31,6.15,7.0,7.85,8.68"
records500/09000/09095_hr,"0.87,2.18,3.31,4.37,4.83,5.6,7.33,8.14,9.05"
records500/09000/09108_hr,"1.13,2.23,3.31,4.42,5.54,6.64,7.73,8.83"
records500/09000/09110_hr,"0.88,1.68,2.51,3.36,4.22,5.1,6.01,6.91,7.83,8.75"
records500/09000/09115_hr,"1.26,2.02,2.78,3.56,4.34,5.12,5.89,6.66,7.42,8.18,8.93"
records500/09000/09133_hr,"1.16,1.69,2.21,2.74,3.26,3.78,4.31,4.83,5.36,5.88,6.41,6.94,7.46,7.99,8.52,9.05"
records500/09000/09144_hr,"0.94,1.54,2.13,2.72,3.32,3.91,4.51,5.11,5.71,6.3,6.89,7.49,8.08,8.68,9.27"
records500/09000/09164_hr,"0.68,1.68,2.64,3.61,4.54,5.51,6.5,7.48,8.58"
records500/09000/09167_hr,"1.32,2.04,2.75,3.46,4.17,4.88,5.59,6.29,7.0,7.71,8.41,9.12"
records500/09000/09174_hr,"1.08,1.79,2.5,3.3,3.99,4.69,5.4,6.11,6.81,7.51,8.25,8.97"
records500/09000/09176_hr,"1.13,1.88,2.63,3.38,4.13,4.88,5.64,6.4,7.16,7.91,8.67"
records500/09000/09178_hr,"0.95,1.77,2.6,3.43,4.24,5.03,5.84,6.65,7.47,8.3,9.12"
records500/09000/09180_hr,"1.38,2.33,3.24,4.22,5.2,6.3,7.43,8.5"
records500/09000/09183_hr,"1.05,1.76,2.47,3.23,4.04,4.88,5.68,6.43,7.17,7.95,8.79"
records500/09000/09187_hr,"1.09,2.19,3.26,4.32,5.37,6.45,7.56,8.62"
records500/09000/09196_hr,"0.85,1.64,2.41,3.17,3.94,4.7,5.47,6.24,7.01,7.78,8.56,9.33"
records500/09000/09211_hr,"0.94,2.15,3.3,4.35,5.95,6.64,7.29,8.45,9.24"
records500/09000/09217_hr,"0.78,1.91,3.17,6.43,7.17"
records500/09000/09229_hr,"0.7,1.39,2.04,2.69,3.34,3.99,4.61,5.24,5.87,6.51,7.16,7.8,8.43,9.08"
records500/09000/09246_hr,"0.83,1.71,2.6,3.45,4.26,5.13,6.16,7.14,8.1,8.97"
records500/09000/09248_hr,"1.3,2.13,2.96,3.72,4.63,5.46,6.28,7.03,7.92,8.74"
records500/09000/09260_hr,"1.27,1.98,2.67,3.38,4.1,4.83,5.56,6.33,7.11,7.87,8.62"
records500/09000/09265_hr,"1.51,2.57,3.62,4.66,5.68,6.71,7.75,8.77"
records500/09000/09272_hr,"0.96,2.1,3.23,4.35,5.48,6.58,7.65,8.73"
records500/09000/09282_hr,"0.72,1.7,2.7,3.7,4.69,5.67,6.67,7.69,8.71"
records500/09000/09286_hr,"1.07,1.72,2.36,2.98,3.62,4.26,4.9,5.56,6.22,6.88,7.54,8.18,8.81"
records500/09000/09299_hr,"1.28,2.07,2.86,3.64,4.41,5.19,6.03,6.84,7.64,8.43,9.23"
records500/09000/09301_hr,"1.3,2.28,3.28,4.26,5.27,5.72,6.24,6.68,8.16,9.13"
records500/09000/09303_hr,"0.75,1.79,2.85,3.92,4.97,5.92,6.83,7.82,8.86"
records500/09000/09306_hr,"1.39,2.63,3.71,4.43,4.74,5.43,5.76,6.47,6.78,7.62,7.92,8.75,9.06"
records500/09000/09338_hr,"1.09,1.74,2.42,3.08,3.71,4.32,4.93,5.56,6.19,6.84,7.48,8.11,8.73,9.33"
records500/09000/09346_hr,"1.32,2.28,3.22,4.18,5.13,6.06,7.0,7.94,8.89"
records500/09000/09353_hr,"1.55,2.33,3.36,4.31,5.06,5.92,6.98,8.06,9.07"
records500/09000/09366_hr,"1.18,1.86,2.81,3.7,4.71,5.66,6.62,7.55,8.48"
records500/09000/09396_hr,"1.11,1.97,2.8,3.64,4.53,5.45,6.39,7.29,8.13,8.97"
records500/09000/09410_hr,"1.17,2.09,3.01,3.92,4.82,5.71,6.59,7.48,8.39,9.29"
records500/09000/09416_hr,"1.04,1.84,2.64,3.44,4.25,5.05,5.85,6.64,7.43,8.22,9.01"
records500/09000/09422_hr,"1.19,2.25,3.32,3.94,4.39,4.69,5.46,6.53,6.96,7.64,7.94,8.76,9.24"
records500/09000/09449_hr,"0.65,1.45,2.2,2.94,3.69,4.47,5.24,6.0,6.77,7.52,8.26,9.01"
records500/09000/09453_hr,"1.07,1.84,2.6,3.43,4.28,5.08,5.86,6.62,7.36,8.08,8.84"
records500/09000/09458_hr,"1.21,1.71,2.74,3.53,4.32,5.1,5.88,6.68,7.47,8.26,9.04"
records500/09000/09461_hr,"0.79,1.61,2.45,3.28,4.17,5.01,5.87,6.71,7.52,8.35,9.18"
records500/09000/09475_hr,"1.1,2.2,3.31,4.43,5.48,6.42,7.33,8.36"
records500/09000/09543_hr,"0.88,1.7,2.52,3.35,4.18,5.01,5.84,6.68,7.5,8.33,9.16"
records500/09000/09557_hr,"0.66,1.41,2.15,2.9,3.64,4.39,5.13,5.88,6.63,7.37,8.12,8.86"
records500/09000/09562_hr,"1.15,1.66,2.17,2.68,3.19,3.69,4.2,4.71,5.22,5.73,6.23,6.74,7.25,7.76,8.27,8.78,9.28"
records500/09000/09570_hr,"1.48,2.39,4.19,5.09,5.91,7.68,8.62"
records500/09000/09582_hr,"1.02,1.77,2.49,3.23,3.95,4.66,5.36,6.06,6.77,7.51,8.28,9.07"
records500/09000/09583_hr,"1.32,2.1,2.87,3.63,4.37,5.12,5.89,6.63,7.35,8.89"
records500/09000/09589_hr,"1.3,2.22,3.15,4.08,5.02,5.92,6.82,7.68,8.54"
records500/09000/09613_hr,"1.11,1.92,2.71,3.48,4.27,5.07,5.86,6.64,7.43,8.24,9.03"
records500/09000/09616_hr,"0.68,1.69,2.67,3.68,4.71,5.72,6.71,7.68,8.67"
records500/09000/09689_hr,"1.15,1.91,2.62,3.33,4.09,4.87,5.64,6.41,7.15,7.88,8.63"
records500/09000/09702_hr,"1.05,1.93,2.81,3.68,4.55,5.41,6.28,7.16,8.04,8.91"
records500/09000/09730_hr,"0.78,1.62,2.46,3.29,4.14,5.0,5.88,6.74,7.6,8.45,9.31"
records500/09000/09732_hr,"1.68,3.48,4.37,6.11,7.89,8.78"
records500/09000/09740_hr,"1.1,2.21,3.33,4.44,5.55,6.67,7.79,8.89"
records500/09000/09744_hr,"0.88,1.71,2.56,3.44,4.3,5.18,6.08,6.99,7.86,8.73"
records500/09000/09749_hr,"1.41,2.35,3.26,4.15,5.06,5.97,6.85,7.72,8.61"
records500/09000/09752_hr,"0.76,1.41,2.06,2.71,3.38,4.05,4.72,5.38,6.04,6.69,7.33,7.97,8.62,9.28"
records500/09000/09753_hr,"1.23,2.14,3.02,3.85,4.72,5.62,6.52,7.43,8.32,9.2"
records500/09000/09756_hr,"0.74,1.53,2.91,3.53,4.14,4.84,5.49,6.33,7.01,7.7,8.63,9.25"
records500/09000/09765_hr,"1.14,1.79,2.43,3.08,3.73,4.37,4.98,5.58,6.18,6.77,7.37,7.96,8.55,9.15"
records500/09000/09773_hr,"0.72,1.72,2.64,3.51,4.38,5.33,6.28,7.15,7.98,8.86"
records500/09000/09791_hr,"1.23,2.07,2.92,3.78,4.62,5.47,6.32,7.18,8.03,8.88"
records500/09000/09794_hr,"1.08,1.99,2.89,3.83,4.8,5.78,6.76,7.69,8.61"
records500/09000/09803_hr,"1.1,1.92,2.75,3.58,4.42,5.26,6.1,6.92,7.76,8.59"
records500/09000/09819_hr,"1.21,2.15,3.1,3.72,4.88,5.86,6.84,7.81,8.78"
records500/09000/09823_hr,"1.11,2.06,2.99,3.93,4.88,5.83,6.75,7.68,8.61"
records500/09000/09833_hr,"0.79,1.45,2.1,2.73,3.38,4.02,4.67,5.33,5.99,6.67,7.34,8.01,8.66,9.31"
records500/09000/09850_hr,"1.38,2.3,3.22,4.14,5.05,5.96,6.87,7.78,8.7"
records500/09000/09860_hr,"0.86,1.61,2.37,3.14,3.89,4.65,5.41,6.16,6.9,7.65,8.38,9.11"
records500/09000/09863_hr,"1.5,2.39,3.29,4.19,5.07,5.95,6.84,7.72,8.61"
records500/09000/09865_hr,"0.65,1.73,2.82,3.92,5.02,6.12,7.21,8.3"
records500/09000/09867_hr,"0.8,1.63,2.67,3.52,4.39,5.32,6.17,6.97,7.78,8.77"
records500/09000/09869_hr,"0.65,1.5,2.32,3.16,3.97,4.76,5.54,6.37,7.19,8.0,8.79"
records500/09000/09873_hr,"1.22,2.09,2.93,3.77,4.61,5.45,6.29,7.13,7.96,8.78"
records500/09000/09875_hr,"0.86,1.75,2.65,3.55,4.42,5.31,6.18,7.05,7.92,8.82"
records500/09000/09891_hr,"0.9,1.83,2.77,3.71,4.64,5.56,6.53,7.48,8.4,9.32"
records500/09000/09892_hr,"0.7,1.61,2.56,3.54,4.46,5.31,6.17,7.3,8.36"
records500/09000/09897_hr,"1.29,2.02,2.74,3.47,4.19,4.92,5.64,6.36,7.08,7.79,8.5,9.2"
records500/09000/09929_hr,"0.93,1.9,2.5,3.4,4.23,5.05,5.84,6.56,7.49,8.33,9.15"
records500/09000/09930_hr,"1.27,2.14,3.01,3.89,4.76,5.63,6.51,7.39,8.27,9.15"
records500/09000/09943_hr,"1.41,2.0,3.07,4.25,4.85,6.16,7.32,8.47"
records500/09000/09952_hr,"1.0,2.07,3.15,4.2,5.27,6.31,7.36,8.43"
records500/09000/09953_hr,"1.46,2.59,3.71,4.81,5.9,7.01,8.12,9.24"
records500/09000/09962_hr,"1.12,2.09,2.8,3.61,4.56,5.36,6.06,6.87,7.68,8.5,9.27"
records500/09000/09979_hr,"1.1,2.04,3.02,4.04,5.05,6.03,7.03,8.03,8.97"
records500/09000/09981_hr,"1.09,2.05,2.98,3.91,4.85,5.8,6.74,7.68,8.64"
records500/09000/09982_hr,"1.2,2.2,3.24,4.21,5.21,6.29,7.23,8.19,9.23"
records500/09000/09992_hr,"0.96,1.85,2.73,3.65,4.58,5.5,6.41,7.28,8.16,9.08"
records500/09000/09994_hr,"1.13,1.95,2.78,3.64,4.51,5.37,6.22,7.08,7.93,8.78"
records500/09000/09995_hr,"1.3,2.01,2.69,3.36,4.04,4.72,5.39,6.04,6.69,7.34,8.0,8.67"
records500/10000/10029_hr,"1.25,2.13,3.0,3.86,4.71,5.57,6.44,7.3,8.16,9.01"
records500/10000/10054_hr,"0.98,1.67,2.38,3.12,3.7,4.32,5.0,5.96,6.55,7.3,8.01,8.55,9.3"
records500/10000/10061_hr,"0.74,1.48,2.22,2.97,3.72,4.46,5.21,5.97,6.72,7.47,8.22,8.97"
records500/10000/10076_hr,"0.74,1.56,2.4,3.22,4.05,4.86,5.7,6.53,7.35,8.19,9.02"
records500/10000/10093_hr,"1.4,2.33,3.25,4.16,5.09,5.98,6.87,7.8,8.75"
records500/10000/10102_hr,"1.34,2.05,2.76,3.47,4.18,4.89,5.61,6.32,7.04,7.75,8.46,9.18"
records500/10000/10115_hr,"0.88,2.08,3.28,4.56,5.81,7.06,8.24"
records500/10000/10130_hr,"0.87,1.82,2.78,3.72,4.69,5.66,6.63,7.57,8.55"
records500/10000/10131_hr,"1.39,2.13,2.84,3.56,4.27,4.76,5.7,6.23,7.13,7.65,8.55,9.07"
records500/10000/10141_hr,"1.08,2.0,2.95,3.92,4.89,5.85,6.83,7.81,8.8"
records500/10000/10143_hr,"1.45,2.4,3.33,4.25,5.19,6.13,7.06,7.99,8.92"
records500/10000/10151_hr,"0.72,1.65,2.56,3.47,4.39,5.23,6.09,6.93,7.76,8.66"
records500/10000/10152_hr,"0.88,1.53,2.18,2.83,3.48,4.13,4.77,5.41,6.03,6.65,7.26,7.88,8.49,9.11"
records500/10000/10160_hr,"1.03,1.49,1.93,2.37,2.81,3.25,3.71,4.16,4.61,5.05,5.49,5.94,6.39,6.84,7.29,7.74,8.18,8.62,9.06"
records500/10000/10177_hr,"1.11,2.01,2.8,3.39,4.06,4.75,5.38,6.03,6.8,7.37,8.41,9.01"
records500/10000/10180_hr,"0.78,1.76,2.7,3.67,4.63,5.56,6.53,7.5,8.44"
records500/10000/10181_hr,"1.08,2.16,3.14,4.09,5.13,6.15,7.21,8.4"
records500/10000/10196_hr,"0.83,1.26,1.77,2.17,2.71,3.13,3.63,4.12,4.53,5.03,5.42,5.8,6.38,6.74,7.12,7.7,8.09,8.6,9.21"
records500/10000/10200_hr,"0.66,1.48,2.28,3.09,3.91,4.73,5.52,6.33,7.15,7.96,8.75"
records500/10000/10205_hr,"1.08,1.82,2.56,3.3,4.04,4.79,5.53,6.29,7.04,7.79,8.55,9.31"
records500/10000/10206_hr,"0.88,1.69,2.55,3.45,4.39,5.33,6.28,7.24,8.2,9.12"
records500/10000/10207_hr,"1.05,1.51,2.17,2.74,3.31,3.88,4.44,5.01,5.58,6.16,6.73,7.13,7.87,8.43,9.01"
records500/10000/10210_hr,"1.38,2.26,3.12,3.97,4.81,5.66,6.51,7.35,8.2,9.06"
records500/10000/10214_hr,"0.89,1.74,2.59,3.47,4.4,5.34,6.3,7.25,8.15,9.02"
records500/10000/10215_hr,"0.88,1.69,2.48,3.36,4.22,5.02,5.82,6.64,7.45,8.19,8.91"
records500/10000/10238_hr,"0.71,1.46,2.19,2.91,3.65,4.39,5.12,5.87,6.63,7.36,8.09,8.84"
records500/10000/10240_hr,"0.88,1.36,2.09,2.68,3.28,3.87,4.47,5.06,5.66,6.13,6.85,7.45,8.05,8.65,9.26"
records500/10000/10244_hr,"0.71,1.49,2.26,3.04,3.82,4.6,5.38,6.16,6.96,7.78,8.59"
records500/10000/10250_hr,"1.15,1.87,2.6,3.31,4.04,4.78,5.53,6.28,7.02,7.74,8.45,9.16"
records500/10000/10255_hr,"0.96,1.86,2.76,3.67,4.59,5.47,6.37,7.3,8.22,9.09"
records500/10000/10261_hr,"0.81,1.59,2.52,3.45,4.41,5.37,6.33,7.24,8.13,8.57,9.16"
records500/10000/10268_hr,"0.68,1.55,2.43,3.3,4.18,5.05,5.92,6.79,7.66,8.53"
records500/10000/10272_hr,"1.58,2.67,3.75,4.83,5.93,7.02,8.1,9.2"
records500/10000/10283_hr,"0.81,1.55,2.28,3.0,3.73,4.45,5.17,5.9,6.64,7.38,8.13,8.87"
records500/10000/10318_hr,"1.37,2.17,2.97,3.79,4.61,5.43,6.25,7.06,7.86,8.67"
records500/10000/10327_hr,"0.83,1.67,2.51,3.32,4.12,4.91,5.71,6.52,7.35,8.18,9.01"
records500/10000/10336_hr,"1.42,2.29,3.11,3.95,4.77,5.41,6.37,7.22,8.05,8.88"
records500/10000/10342_hr,"0.68,1.78,2.6,3.1,3.89,4.43,5.37,6.03,6.52,7.28,7.81,8.41,9.25"
records500/10000/10344_hr,"1.04,1.59,2.14,2.69,3.24,3.79,4.33,4.87,5.42,5.96,6.51,7.06,7.61,8.15,8.7,9.24"
records500/10000/10356_hr,"0.73,1.13,1.52,1.92,2.31,2.71,3.11,3.5,3.9,4.3,4.69,5.09,5.48,5.88,6.27,6.66,7.06,7.45,7.85,8.24,8.64,9.03"
records500/10000/10358_hr,"1.45,2.39,3.37,4.32,5.2,6.12,7.12,8.13,9.05"
records500/10000/10359_hr,"1.03,2.01,3.16,4.18,5.17,6.15,7.13,8.09,9.03"
records500/10000/10380_hr,"1.41,2.35,3.27,4.19,5.1,6.01,6.92,7.83,8.73"
records500/10000/10383_hr,"1.29,2.21,3.13,4.02,4.91,5.81,6.7,7.59,8.49"
records500/10000/10388_hr,"0.93,1.88,2.82,3.78,4.72,5.7,6.65,7.63,8.62"
records500/10000/10401_hr,"1.25,1.87,2.5,3.13,3.76,4.39,5.03,5.66,6.3,6.93,7.56,8.2,8.83,9.32"
records500/10000/10431_hr,"0.7,1.44,2.17,3.03,4.08,5.09,5.94,6.78,7.6,8.52"
records500/10000/10484_hr,"0.72,1.88,3.01,4.1,5.21,6.33,7.48,8.62"
records500/10000/10489_hr,"0.74,1.51,2.24,2.99,3.74,4.45,5.16,5.89,6.63,7.36,8.08,8.76"
records500/10000/10501_hr,"1.58,2.54,3.46,4.41,5.35,6.28,7.2,8.1,9.1"
records500/10000/10517_hr,"1.11,2.44,3.53,4.96,6.32,7.54,8.08,8.88"
records500/10000/10519_hr,"1.53,2.48,3.38,4.27,5.17,6.19,7.27,8.21,9.13"
records500/10000/10537_hr,"1.22,2.03,2.86,3.69,4.5,5.31,6.12,6.91,7.69,8.48,9.25"
records500/10000/10547_hr,"1.27,1.92,2.57,3.22,3.87,4.52,5.17,5.83,6.48,7.14,7.79,8.45,9.1"
records500/10000/10563_hr,"0.69,1.49,2.29,3.09,3.9,4.7,5.51,6.3,7.1,7.88,8.64,9.34"
records500/10000/10585_hr,"1.11,2.26,3.37,4.4,5.41,6.51,7.62,8.68"
records500/10000/10589_hr,"1.18,2.0,2.82,3.62,4.46,5.35,6.25,7.13,8.01,8.89"
records500/10000/10594_hr,"1.26,1.98,2.69,3.41,4.13,4.85,5.56,6.28,6.98,7.69,8.4,9.11"
records500/10000/10596_hr,"1.48,2.5,3.52,4.54,5.54,6.54,7.56,8.58"
records500/10000/10614_hr,"1.42,2.26,3.08,3.9,4.72,5.52,6.32,7.12,7.96,8.83"
records500/10000/10615_hr,"1.33,2.3,3.28,4.28,5.28,6.28,7.29,8.33,9.33"
records500/10000/10624_hr,"0.72,1.81,2.83,3.87,4.97,6.1,7.15,8.17,9.27"
records500/10000/10640_hr,"0.75,1.85,2.81,3.7,4.56,5.53,6.45,7.45,8.4"
records500/10000/10660_hr,"0.81,1.8,2.79,3.82,4.85,5.86,6.9,7.87,8.83"
records500/10000/10661_hr,"0.99,1.95,2.92,3.89,4.87,5.87,6.86,7.85,8.86"
records500/10000/10666_hr,"0.82,1.67,2.54,3.43,4.3,5.13,5.97,6.8,7.64,8.46,9.27"
records500/10000/10675_hr,"0.88,1.26,1.9,2.4,2.9,3.41,3.91,4.29,4.93,5.43,5.94,6.45,6.95,7.32,7.83,8.46,8.96,9.34"
records500/10000/10687_hr,"1.06,1.71,2.36,3.03,3.69,4.33,4.97,5.63,6.31,6.98,7.63,8.32,8.99"
records500/10000/10691_hr,"1.53,2.54,3.66,4.68,5.82,6.93,8.0,9.0"
records500/10000/10731_hr,"0.77,1.53,2.32,3.1,3.9,4.71,5.52,6.32,7.11,7.9,8.69"
records500/10000/10743_hr,"0.7,1.31,1.92,2.54,3.15,3.77,4.38,4.99,5.61,6.22,6.83,7.43,8.04,8.66,9.27"
records500/10000/10755_hr,"1.37,2.26,2.7,3.91,4.66,5.37,6.1,6.94,7.62,8.32,9.15"
records500/10000/10760_hr,"1.95,3.2,4.44,5.7,6.85,8.02,9.33"
records500/10000/10766_hr,"1.23,1.94,2.66,3.38,4.1,4.84,5.55,6.27,7.0,7.73,8.45,9.18"
records500/10000/10806_hr,"0.77,2.02,3.32,4.57,5.88,7.2,8.46"
records500/10000/10807_hr,"0.99,1.68,2.24,2.68,3.08,3.77,4.32,5.03,5.54,6.3,7.05,7.8,8.58,9.33"
records500/10000/10822_hr,"0.88,1.66,2.44,3.54,4.44,5.38,6.33,7.18,8.03,9.06"
records500/10000/10824_hr,"1.48,2.47,3.49,4.57,5.68,6.68,7.75,8.82"
records500/10000/10828_hr,"1.23,2.17,3.06,3.99,4.89,5.77,6.66,7.57,8.43"
records500/10000/10837_hr,"1.41,2.2,3.03,3.82,4.58,5.35,6.17,6.96,7.72,8.53,9.34"
records500/10000/10846_hr,"0.93,1.38,2.03,2.63,3.19,3.83,4.34,4.92,5.34,5.91,6.29,6.97,7.43,7.98,8.5,8.9"
records500/10000/10847_hr,"1.36,2.17,2.99,3.8,4.61,5.43,6.25,7.06,7.86,8.68"
records500/10000/10860_hr,"0.66,1.73,2.79,3.9,5.04,6.2,7.34,8.48"
records500/10000/10878_hr,"0.95,1.62,2.3,2.97,3.65,4.32,5.0,5.68,6.35,7.03,7.7,8.53,9.08"
records500/10000/10887_hr,"1.05,1.89,2.72,3.57,4.45,5.3,6.12,6.98,7.85,8.68"
records500/10000/10888_hr,"0.66,1.03,1.47,1.84,2.36,3.02,3.72,4.37,5.04,5.73,6.39,7.06,7.72,8.44,9.1"
records500/10000/10902_hr,"0.83,1.19,1.84,2.31,2.61,3.29,3.72,4.14,4.5,4.93,5.31,5.61,6.1,6.43,6.83,7.2,7.68,8.04,8.6,9.0"
records500/10000/10925_hr,"1.31,2.27,3.24,4.22,5.19,6.15,7.12,8.1,9.05"
records500/10000/10950_hr,"1.27,2.39,3.5,4.59,5.68,6.78,7.88,8.96"
records500/10000/10965_hr,"0.95,1.73,2.48,3.25,4.02,4.79,5.3,6.31,7.05,7.8,8.57,9.33"
records500/10000/10970_hr,"0.97,1.82,2.68,3.55,4.46,5.4,6.35,7.3,8.24,9.15"
records500/10000/10984_hr,"0.9,1.7,2.48,3.26,4.04,4.84,5.64,6.45,7.23,8.01,8.81"
records500/10000/10990_hr,"1.23,2.22,3.17,4.13,5.11,6.05,6.98,8.0,8.99"
